"--- 感謝大家的參與，活動已截止 ---

#抽機票來去沖繩玩 ヽ(✿ﾟ▽ﾟ)ノ
　
慶祝 SurveyCake 問卷回饋數突破 670,000！
我們決定要送大家去「沖繩 Okinawa」大玩特玩！

只要完成以下四步驟，你就有機會抽中「沖繩雙人來回機票」！
　
步驟：
1. 【按讚】成為 SurveyCake 粉絲
2. 【分享】此篇貼文，並設為公開
3. 【留言】在貼文標記三個最想一起出國的朋友
4. 【問卷】填寫 E-mail 作為抽獎依據 (非常重要!!!)
https://www.surveycake.com/r/go_okinawa
　
活動將於 07/31 晚上十點截止，並於次日在臉書和信箱公佈中獎結果。
特別預告，當天 SurveyCake 會宣布【神秘的新計畫】，敬請期待！　
------
SurveyCake 免註冊馬上使用：
https://www.surveycake.com/r/reg_okinawa",733,2016-07-15T13:30:00,https://www.facebook.com/surveycake/posts/1115227711889868:0
"問卷設計是一個依據調查目的，有系統地製作問卷的過程。
我們將以此進行四階段的探討，讓更多人了解問卷品質的重要性。

做好一份問卷不容易，但我們想讓做問卷像 a piece of cake！
若你喜歡我們的內容，歡迎幫我們分享出去給更多人看到！

若看不太清楚，歡迎下載完整的檔案保存使用
PDF 下載：https://www.surveycake.com/r/survey_101

--

另外，我們也創立了【問卷設計交流】 社團，希望任何形式內容的問卷在蒐集樣本前，都能夠在社團先經過討論和優化，得到最好的問卷體驗和回饋品質。

歡迎對問卷有興趣的朋友，加入社團與我們一同分享討論：
https://www.surveycake.com/r/survey_group

--

最後特別感謝 台味誌 授權作為範例分析，
也請大家支持最普通、最雞毛蒜皮的台味百科！

若有任何疑問或建議，都歡迎在底下留言或私訊我們！
也可以隨時來信至: hello@surveycake.com，我們會盡快回信給您！

繼續看設計篇：https://www.surveycake.com/r/fb_101_2",287,2016-08-01T14:21:59,https://www.facebook.com/surveycake/posts/1126671654078807
"【新年必讀親戚稱謂表】

再五天，就雞年；再五天，大團圓。
覺得親戚的關懷攻勢很煩？
你連人家怎麼稱呼都不知道！

SurveyCake 以學妹的家人為例，
做出一份可愛的家族稱謂表！
360 度全方位圖片，就如同親愛的家人圍繞著你，
靜靜地、暖暖地，
等你終於想起他的名字。

❤
---
【筆誤啟事】
姑姑的小孩是表兄弟姊妹、表兄弟姊妹、表兄弟姊妹
小編慚愧地複誦三次、掌嘴三次。
不過這部分相信大家早就有 sense 了
最無解非上面兩輩莫屬啦 ( ͡° ͜ʖ ͡°) 

SurveyCake 永遠 cover 你
http://bit.ly/2jT3dU1",285,2017-01-23T13:19:36,https://www.facebook.com/surveycake/posts/1294070977338873:0
"【肝問】

現在為午夜子時，本該是肝臟修心養性之時。
但你那顆沒有生命自主權的肝臟，
只能無辜地問你：

人家還能活多久？
　　人家想陪你很久很久的 ...

但你看看人家的石化程度 ...

---
早點睡吧！即使只有今天也好。
真的睡不著，不如來做問卷？
http://bit.ly/2opiVEC",138,2017-04-18T15:27:19,https://www.facebook.com/surveycake/posts/1380824831996820:0
"【 360 度親戚拷問虛擬實境 】

全體青年注意！
除夕倒數，進入緊急備戰狀態！
緊密精實的親戚圍牆，
其排列密度之高、其散射能量之強，
謂地表最頑固之結構體！

好在有 360 度親戚拷問實境，
長輩同輩P孩都有，課業工作感情都問，
讓你做一個暖身的動作。 
轉個一圈不夠，轉它個十圈就能漸漸習慣
即使明天還是答不出來，
也能處變不驚、怡然自得，裝死得非常徹底。

<3

---
心不動，能制萬動
SurveyCake 永遠 cover 你
http://bit.ly/2knfdKX",100,2017-01-26T12:35:20,https://www.facebook.com/surveycake/posts/1289316111147693:0
"【 該醒了 】

家也回了，朋友也見了。
連假結束，該回到崗位上各自堅強、努力了。

快樂的時光總是過得特別快，
唯獨工作總是又臭又長又難。
好險，
總是有些好用的工具來增加工作的效率！
舉例來說：SurveyCake 
讓你不花錢、不費力地做出專業級的問卷！

#想到連假結束就頸椎僵硬
#連推銷個SurveyCake都轉得好硬
#難

---
SurveyCake，專業級雲端問卷！
http://bit.ly/2n6VCUb",97,2017-04-04T12:45:00,https://www.facebook.com/surveycake/posts/1367118780034092:0
"🎉 SurveyCake 抽獎歡樂送 X 第一彈 🎉

專業又免費的 SurveyCake 雲端問卷終於正式上線啦！
為了紀念這感動的一刻，只要簡單三步驟 -> 加入+留言+分享
立即抽 7-11 現金禮卷🎁！分享超過 200 次，抽獎名額再加倍哦！
SurveyCake 的朋友們快來和小編一起抽獎吧 : )

▋活動方法 ▋

1. #加入：免費註冊 SurveyCake 雲端問卷　　　
2. #留言：按讚此篇貼文，留言 “SurveyCake做問卷就像 a piece of cake!”
並標註一位朋友
3. #分享：分享此貼文並設為公開

註冊點這兒
☛ goo.gl/8UlUDj
（FB 可一鍵註冊哦！）

* 已經註冊過的老朋友，可以直接進行留言分享，同樣具有抽獎資格哦 

▋活動獎品 ▋
7-11 禮卷，共 10 名  (截止日前達 200 次分享，再增 10 名獎項)

▋活動時間 ▋
即日起 ~ 10/23(日) 23:59
並於 10/24(一) 公佈得獎名單

▋活動提醒 ▋
1. 本活動採隨機抽獎，須完成活動規定之項目始具備抽獎資格。
2. 幸運中獎的朋友須於得獎公布後7天內私訊粉絲團小編，若未依活動規則，完成私訊通知或領獎流程，將視同放棄此次領獎資格，請務必留意。
3. SurveyCake 保有活動變更之權利，如有任何變更將以 SurveyCake FB 粉絲頁公告為準哦。",85,2016-10-13T13:00:00,https://www.facebook.com/surveycake/posts/1187036198042352:0
":: 做出台灣開發的世界級問卷服務 ::

SurveyCake 是 25sprout 所開發的企業級 SaaS 雲端問卷服務，讓你可以透過網頁自行設計出專業且友善的問卷。

與市面上普遍的線上問卷服務不同，我們更專注在解決專業問卷調查和分析大量回收數據時常常會面臨的問題。

設計一份好問卷比你想得還簡單！
SurveyCake 讓做問卷就像 a piece of cake！

#支持本土新創
#送你去沖繩玩 ヽ(✿ﾟ▽ﾟ)ノ
☞https://www.surveycake.com/r/fb0719okinawa
------
SurveyCake 免註冊馬上使用：
☞https://www.surveycake.com/r/reg_okinawa",74,2016-07-19T13:30:00,https://www.facebook.com/surveycake/posts/1117652551647384:0
"問卷設計是一個依據調查目的，有系統地製作問卷的過程。我們將以此進行四階段的探討，讓更多人了解問卷品質的重要性。

做好一份問卷不容易，但我們想讓做問卷像 a piece of cake！若你喜歡我們的內容，歡迎幫我們分享出去給更多人看到！

若看不太清楚，歡迎下載完整的 PDF：https://www.surveycake.com/r/survey_101_2

我們也創立了「問卷交流」社團，希望問卷在蒐集樣本前，都能在社團先經過討論和優化，得到最好的問卷體驗和回饋品質。

歡迎對問卷有興趣的朋友，加入社團與我們一同分享討論：https://www.surveycake.com/r/survey_group

最後，特別感謝 Hu Ding-Yo& Hans Shih & 創新拿鐵 Start Up Latte 和其他大神們的文章分享，真的讓小編收益良多，也因此懶人包才能有更豐富的內容。

若有任何疑問或建議，都歡迎在底下留言或私訊我們！
也可以隨時來信至：hello@surveycake.com，我們會盡快回信給你！

回顧構思篇：https://www.surveycake.com/r/fb_101",69,2016-09-05T13:03:29,https://www.facebook.com/surveycake/posts/1155236177889021
":: SurveyCake Product Video ::

自從我用了SurveyCake後
常常被問：#你問卷設計系逆？

設計一份好問卷比你想得還簡單！
SurveyCake 讓做問卷就像 a piece of cake！

什麼？你還沒用過？ 還不趕快點進來 (ฅ`ω´ฅ)
https://www.surveycake.com/r/top_video",67,2016-07-12T14:08:04,https://www.facebook.com/surveycake/videos/1113042798775026/
"【回味吧，懷舊的元宵節】

來猜謎吧！
那是一個還沒學會低頭的年代，
我們墊著腳尖、引頸盯著紅紙上的謎題；

那是一個 google 還不是動詞的年代，
我們站在最大獎的燈籠前左想右想、絞盡腦汁，
直到解答揭曉的那一刻 ...

啊／幹／靠／靠北！
對啦！是這個啦！！
我怎麼沒想到！！！

然後看著最大獎被一個笑歪嘴的眼鏡仔領走。

期待過節、也用心過節的日子，
是一段很幸福、很幸福的時光。

---
所有題目都來自網路上創意十足的網友，
答案就在留言中喔！

SurveyCake 祝大家元宵節快樂！
http://bit.ly/2kpBebD",66,2017-02-09T13:20:07,https://www.facebook.com/surveycake/posts/1311144075631563:0
